,date,hour,accidents
6398,6/19/15,14,17
6399,6/19/15,17,1
6400,6/19/15,14,42
6401,6/19/15,15,51
6402,6/19/15,16,58
6403,6/19/15,17,60
6404,6/19/15,18,43
6405,6/19/15,19,44
6406,6/19/15,1,5
6407,6/19/15,20,32
6408,6/19/15,21,13
6409,6/19/15,9,1
6410,6/19/15,21,11
6411,6/19/15,22,30
6412,6/19/15,23,28
6413,6/18/15,12,1
6414,6/19/15,2,5
6415,6/19/15,3,2
6416,6/19/15,4,5
6417,6/19/15,5,3
6418,6/19/15,6,15
6419,6/19/15,7,21
6420,6/19/15,8,37
6421,6/19/15,9,22
6422,6/18/15,0,9
6423,6/18/15,10,34
6424,6/18/15,11,26
6425,6/18/15,12,40
6426,6/18/15,13,41
6427,6/18/15,14,38
6428,6/18/15,15,32
6429,6/18/15,16,33
6430,6/18/15,17,12
6431,6/18/15,22,1
6432,6/18/15,17,47
6433,6/18/15,18,46
6434,6/18/15,19,30
6435,6/18/15,1,9
6436,6/18/15,20,27
6437,6/18/15,21,24
6438,6/18/15,22,16
6439,6/18/15,23,15
6440,6/18/15,2,7
6441,6/18/15,3,5
6442,6/18/15,4,2
6443,6/18/15,5,6
6444,6/18/15,6,14
6445,6/18/15,7,14
6446,6/18/15,8,36
6447,6/18/15,9,30
6448,6/17/15,0,1
6449,6/18/15,9,20
6450,6/17/15,0,14
6451,6/17/15,10,12
6452,6/17/15,11,1
6453,6/17/15,10,20
6454,6/17/15,11,45
6455,6/17/15,12,5
6456,6/15/15,21,1
6457,6/17/15,12,54
6458,6/17/15,13,30
6459,6/17/15,14,43
6460,6/17/15,15,46
6461,6/17/15,16,60
6462,6/17/15,17,62
6463,6/17/15,18,43
6464,6/17/15,19,33
6465,6/17/15,8,1
6466,6/17/15,19,6
6467,6/17/15,1,7
6468,6/17/15,20,28
6469,6/17/15,21,6
6470,6/17/15,8,1
6471,6/17/15,21,13
6472,6/17/15,22,23
6473,6/17/15,23,9
6474,6/16/15,10,1
6475,6/17/15,23,16
6476,6/17/15,2,2
6477,6/17/15,3,1
6478,6/17/15,4,3
6479,6/17/15,5,6
6480,6/17/15,6,15
6481,6/17/15,7,20
6482,6/17/15,8,33
6483,6/17/15,9,46
6484,6/16/15,0,4
6485,6/16/15,10,35
6486,6/16/15,11,35
6487,6/16/15,12,31
6488,6/16/15,13,12
6489,6/16/15,15,1
6490,6/16/15,13,23
6491,6/16/15,14,41
6492,6/16/15,15,28
6493,6/16/15,17,1
6494,6/16/15,15,7
6495,6/16/15,16,45
6496,6/16/15,17,43
6497,6/16/15,19,1
6498,6/16/15,17,4
6499,6/16/15,18,18
6500,6/16/15,19,1
6501,6/16/15,18,26
6502,6/16/15,19,33
6503,6/16/15,1,2
6504,6/16/15,20,33
6505,6/16/15,21,13
6506,6/16/15,22,13
6507,6/16/15,23,16
6508,6/16/15,2,1
6509,6/16/15,3,2
6510,6/16/15,4,1
6511,6/16/15,5,5
6512,6/16/15,6,6
6513,6/16/15,7,17
6514,6/16/15,8,45
6515,6/16/15,9,46
6516,6/15/15,0,22
6517,6/15/15,10,29
6518,6/15/15,11,36
6519,6/15/15,12,21
6520,6/15/15,13,31
6521,6/15/15,14,31
6522,6/15/15,15,16
6523,6/14/15,19,1
6524,6/15/15,15,10
6525,6/15/15,16,33
6526,6/15/15,17,27
6527,6/15/15,18,34
6528,6/15/15,19,23
6529,6/15/15,1,14
6530,6/15/15,20,14
6531,6/15/15,21,11
6532,6/15/15,22,8
6533,6/15/15,23,5
6534,6/15/15,2,7
6535,6/15/15,3,7
6536,6/15/15,4,4
6537,6/15/15,5,12
6538,6/15/15,6,21
6539,6/15/15,7,19
6540,6/15/15,8,38
6541,6/15/15,9,31
6542,6/14/15,0,13
6543,6/14/15,10,25
6544,6/14/15,11,27
6545,6/14/15,12,38
6546,6/14/15,13,7
6547,6/14/15,20,1
6548,6/14/15,13,27
6549,6/14/15,14,38
6550,6/14/15,15,4
6551,6/13/15,0,1
6552,6/14/15,15,22
6553,6/14/15,16,25
6554,6/13/15,0,1
6555,6/14/15,16,20
6556,6/14/15,17,38
6557,6/14/15,18,49
6558,6/14/15,19,32
6559,6/14/15,1,15
6560,6/14/15,20,12
6561,6/13/15,18,1
6562,6/14/15,20,29
6563,6/14/15,21,28
6564,6/14/15,22,30
6565,6/14/15,23,19
6566,6/14/15,2,10
6567,6/14/15,3,16
6568,6/14/15,4,8
6569,6/13/15,19,1
6570,6/14/15,4,3
6571,6/14/15,5,13
6572,6/14/15,6,7
6573,6/14/15,7,4
6574,6/14/15,8,5
6575,6/14/15,9,12
6576,6/13/15,0,7
6577,6/13/15,10,8
6578,6/13/15,11,16
6579,6/13/15,12,23
6580,6/13/15,13,22
6581,6/13/15,14,26
6582,6/13/15,15,23
6583,6/13/15,16,34
6584,6/13/15,17,40
6585,6/13/15,18,29
6586,6/13/15,19,32
6587,6/13/15,1,7
6588,6/13/15,20,26
6589,6/13/15,21,22
6590,6/13/15,22,23
6591,6/13/15,23,13
6592,6/13/15,2,8
6593,6/13/15,3,4
6594,6/13/15,4,3
6595,6/13/15,5,2
6596,6/13/15,6,4
6597,6/13/15,7,5
6598,6/13/15,8,8
6599,6/13/15,9,6
6600,6/12/15,0,11
6601,6/12/15,10,31
6602,6/12/15,11,25
6603,6/12/15,12,25
6604,6/12/15,13,26
6605,6/12/15,14,41
6606,6/12/15,15,34
6607,6/12/15,16,27
6608,6/12/15,17,24
6609,6/12/15,18,30
6610,6/12/15,19,10
6611,6/12/15,8,1
6612,6/12/15,19,5
6613,6/12/15,1,13
6614,6/12/15,20,12
6615,6/12/15,21,10
6616,6/12/15,22,7
6617,6/12/15,23,3
6618,6/12/15,2,4
6619,6/12/15,3,1
6620,6/12/15,4,5
6621,6/12/15,5,8
6622,6/12/15,6,9
6623,6/12/15,7,16
6624,6/12/15,8,40
6625,6/12/15,9,33
6626,6/11/15,0,15
6627,6/11/15,10,29
6628,6/11/15,11,32
6629,6/11/15,12,40
6630,6/11/15,13,40
6631,6/11/15,14,47
6632,6/11/15,15,38
6633,6/11/15,16,52
6634,6/11/15,17,36
6635,6/9/15,7,1
6636,6/11/15,17,30
6637,6/11/15,18,40
6638,6/11/15,19,1
6639,6/11/15,18,11
6640,6/11/15,19,12
6641,6/11/15,1,1
6642,6/11/15,19,23
6643,6/11/15,1,9
6644,6/11/15,20,27
6645,6/11/15,21,28
6646,6/11/15,22,6
6647,6/10/15,10,1
6648,6/11/15,22,16
6649,6/11/15,23,12
6650,6/11/15,2,4
6651,6/11/15,3,4
6652,6/11/15,5,8
6653,6/11/15,6,6
6654,6/11/15,7,27
6655,6/11/15,8,34
6656,6/11/15,9,38
6657,6/10/15,0,9
6658,6/10/15,10,37
6659,6/10/15,11,35
6660,6/10/15,12,35
6661,6/10/15,13,36
6662,6/10/15,14,41
6663,6/10/15,15,33
6664,6/9/15,17,1
6665,6/10/15,15,11
6666,6/10/15,16,45
6667,6/10/15,17,56
6668,6/10/15,18,45
6669,6/10/15,19,43
6670,6/10/15,1,4
6671,6/10/15,20,28
6672,6/10/15,21,21
6673,6/10/15,22,24
6674,6/10/15,23,19
6675,6/10/15,2,10
6676,6/10/15,3,4
6677,6/10/15,4,6
6678,6/10/15,5,6
6679,6/10/15,6,8
6680,6/10/15,7,22
6681,6/10/15,8,56
6682,6/10/15,9,32
6683,6/9/15,0,13
6684,6/9/15,10,38
6685,6/9/15,11,39
6686,6/9/15,12,30
6687,6/9/15,1,1
6688,6/9/15,12,8
6689,6/9/15,13,35
6690,6/9/15,14,46
6691,6/9/15,15,28
6692,6/9/15,1,1
6693,6/9/15,15,2
6694,6/9/15,16,21
6695,6/9/15,7,1
6696,6/9/15,16,22
6697,6/9/15,1,1
6698,6/9/15,16,16
6699,6/9/15,17,29
6700,6/9/15,3,1
6701,6/9/15,17,21
6702,6/9/15,18,2
6703,6/8/15,0,1
6704,6/9/15,18,39
6705,6/9/15,19,29
6706,6/9/15,1,5
6707,6/9/15,20,30
6708,6/9/15,21,19
6709,6/9/15,22,17
6710,6/9/15,23,15
6711,6/9/15,2,8
6712,6/9/15,3,1
6713,6/9/15,4,2
6714,6/9/15,5,3
6715,6/9/15,6,14
6716,6/9/15,7,14
6717,6/9/15,8,51
6718,6/9/15,9,48
6719,6/8/15,0,13
6720,6/8/15,10,32
6721,6/8/15,11,40
6722,6/8/15,12,24
6723,6/8/15,13,39
6724,6/8/15,14,43
6725,6/8/15,15,48
6726,6/8/15,16,22
6727,6/8/15,17,1
6728,6/8/15,16,24
6729,6/8/15,18,1
6730,6/8/15,16,7
6731,6/8/15,17,51
6732,6/8/15,18,45
6733,6/8/15,19,30
6734,6/8/15,1,11
6735,6/8/15,20,21
6736,6/7/15,1,1
6737,6/8/15,20,7
6738,6/8/15,21,14
6739,6/8/15,22,1
6740,6/7/15,0,1
6741,6/8/15,22,15
6742,6/8/15,23,15
6743,6/8/15,2,4
6744,6/8/15,3,1
6745,6/8/15,4,6
6746,6/8/15,5,5
6747,6/8/15,6,1
6748,6/7/15,1,1
6749,6/8/15,6,14
6750,6/8/15,7,14
6751,6/8/15,8,42
6752,6/8/15,9,23
6753,6/7/15,1,1
6754,6/8/15,9,19
6755,6/7/15,0,23
6756,6/7/15,10,4
6757,6/7/15,13,1
6758,6/7/15,10,22
6759,6/7/15,11,30
6760,6/7/15,12,17
6761,6/7/15,13,1
6762,6/7/15,12,13
6763,6/7/15,13,30
6764,6/7/15,14,26
6765,6/7/15,2,1
6766,6/7/15,14,17
6767,6/7/15,15,31
6768,6/7/15,1,1
6769,6/7/15,15,6
6770,6/7/15,16,18
6771,6/7/15,2,1
6772,6/7/15,16,21
6773,6/7/15,17,52
6774,6/7/15,18,33
6775,6/7/15,19,31
6776,6/7/15,1,12
6777,6/7/15,20,29
6778,6/7/15,21,16
6779,6/7/15,22,15
6780,6/7/15,23,21
6781,6/7/15,2,5
6782,6/7/15,3,11
6783,6/7/15,4,15
6784,6/7/15,5,8
6785,6/7/15,6,8
6786,6/7/15,7,6
6787,6/7/15,8,15
6788,6/7/15,9,15
6789,6/6/15,0,26
6790,6/6/15,10,22
6791,6/6/15,11,11
6792,6/6/15,15,1
6793,6/6/15,11,22
6794,6/6/15,12,30
6795,6/6/15,13,37
6796,6/6/15,14,38
6797,6/6/15,15,12
6798,6/5/15,14,1
6799,6/6/15,15,23
6800,6/6/15,16,22
6801,6/6/15,17,1
6802,6/6/15,16,19
6803,6/6/15,17,41
6804,6/6/15,18,36
6805,6/6/15,19,35
6806,6/6/15,1,8
6807,6/6/15,20,22
6808,6/6/15,21,28
6809,6/6/15,22,22
6810,6/6/15,23,32
6811,6/6/15,2,6
6812,6/6/15,3,3
6813,6/5/15,11,1
6814,6/6/15,3,6
6815,6/6/15,4,18
6816,6/6/15,5,11
6817,6/6/15,6,10
6818,6/6/15,7,12
6819,6/6/15,8,21
6820,6/6/15,9,23
6821,6/5/15,0,21
6822,6/5/15,10,37
6823,6/5/15,11,27
6824,6/5/15,12,35
6825,6/5/15,13,13
6826,6/5/15,14,1
6827,6/5/15,13,16
6828,6/5/15,14,30
6829,6/5/15,15,1
6830,6/5/15,14,13
6831,6/5/15,15,47
6832,6/5/15,16,71
6833,6/5/15,17,7
6834,6/4/15,10,1
6835,6/5/15,17,47
6836,6/4/15,11,1
6837,6/5/15,17,8
6838,6/5/15,18,44
6839,6/5/15,19,31
6840,6/5/15,1,10
6841,6/5/15,20,30
6842,6/5/15,21,17
6843,6/1/15,11,1
6844,6/5/15,21,5
6845,6/5/15,22,23
6846,6/5/15,23,14
6847,6/5/15,2,4
6848,5/31/15,10,1
6849,6/5/15,2,8
6850,6/5/15,3,2
6851,6/5/15,4,2
6852,6/5/15,5,7
6853,6/5/15,6,14
6854,6/5/15,7,16
6855,6/5/15,8,54
6856,6/5/15,9,35
6857,6/4/15,0,16
6858,6/4/15,10,23
6859,6/4/15,11,29
6860,6/4/15,12,27
6861,6/4/15,13,2
6862,6/4/15,14,1
6863,6/4/15,13,23
6864,6/4/15,14,42
6865,6/4/15,15,28
6866,6/4/15,16,1
6867,6/4/15,15,11
6868,6/4/15,16,39
6869,6/4/15,17,55
6870,6/4/15,18,39
6871,6/4/15,19,26
6872,6/4/15,1,5
6873,6/4/15,20,18
6874,6/4/15,21,19
6875,6/4/15,22,27
6876,6/4/15,23,12
6877,6/4/15,2,8
6878,6/4/15,3,5
6879,6/4/15,4,5
6880,6/4/15,5,1
6881,6/4/15,6,9
6882,6/4/15,7,13
6883,6/4/15,8,11
6884,6/3/15,14,1
6885,6/4/15,8,25
6886,6/4/15,9,30
6887,6/3/15,0,9
6888,6/3/15,10,29
6889,6/3/15,11,26
6890,6/3/15,12,40
6891,6/3/15,13,41
6892,6/3/15,14,11
6893,5/31/15,12,1
6894,6/3/15,14,37
6895,6/3/15,15,48
6896,6/3/15,16,62
6897,6/3/15,17,56
6898,6/3/15,18,56
6899,6/3/15,19,20
6900,5/31/15,15,1
6901,6/3/15,19,10
6902,6/3/15,1,5
6903,6/3/15,20,31
6904,6/3/15,21,23
6905,6/3/15,22,21
6906,6/3/15,23,1
6907,6/2/15,12,1
6908,6/3/15,23,19
6909,6/3/15,2,7
6910,6/3/15,3,2
6911,6/3/15,4,2
6912,6/3/15,5,1
6913,6/3/15,6,9
6914,6/3/15,7,16
6915,6/3/15,8,34
6916,6/3/15,9,41
6917,6/2/15,0,10
6918,6/2/15,14,1
6919,6/2/15,10,23
6920,6/2/15,17,1
6921,6/2/15,10,10
6922,6/2/15,11,27
6923,6/2/15,12,41
6924,6/2/15,13,35
6925,6/2/15,14,40
6926,6/2/15,15,9
6927,5/31/15,20,1
6928,6/2/15,15,43
6929,6/2/15,16,3
6930,6/2/15,1,1
6931,6/2/15,16,50
6932,6/2/15,17,18
6933,6/2/15,8,1
6934,6/2/15,17,22
6935,6/2/15,9,1
6936,6/2/15,18,22
6937,5/31/15,21,1
6938,6/2/15,18,32
6939,6/2/15,19,34
6940,6/2/15,1,5
6941,6/2/15,20,22
6942,6/2/15,21,20
6943,6/2/15,22,25
6944,6/2/15,23,1
6945,5/29/15,12,1
6946,6/2/15,23,17
6947,6/2/15,2,6
6948,6/2/15,3,2
6949,6/2/15,4,2
6950,6/2/15,5,9
6951,6/2/15,6,15
6952,6/2/15,7,13
6953,6/2/15,8,37
6954,6/2/15,9,43
6955,6/1/15,0,9
6956,6/1/15,10,38
6957,6/1/15,11,39
6958,6/1/15,12,51
6959,6/1/15,13,25
6960,6/1/15,14,1
6961,6/1/15,13,18
6962,6/1/15,14,41
6963,6/1/15,15,32
6964,6/1/15,2,1
6965,6/1/15,15,2
6966,6/1/15,16,51
6967,6/1/15,17,51
6968,6/1/15,18,30
6969,6/1/15,19,36
6970,6/1/15,1,10
6971,6/1/15,20,1
6972,6/1/15,3,1
6973,6/1/15,20,21
6974,6/1/15,21,1
6975,6/1/15,8,1
6976,6/1/15,21,27
6977,6/1/15,22,23
6978,6/1/15,23,15
6979,6/1/15,2,4
6980,6/1/15,3,2
6981,6/1/15,4,8
6982,6/1/15,5,11
6983,6/1/15,6,12
6984,6/1/15,7,15
6985,6/1/15,8,1
6986,6/1/15,7,12
6987,6/1/15,8,33
6988,5/31/15,0,1
6989,6/1/15,8,21
6990,6/1/15,9,46
6991,5/31/15,0,20
6992,5/31/15,10,20
6993,5/31/15,11,27
6994,5/31/15,12,26
6995,5/31/15,13,38
6996,5/31/15,14,8
6997,5/31/15,15,1
6998,5/31/15,14,23
6999,5/31/15,18,1
7000,5/31/15,14,2
7001,5/31/15,15,32
7002,5/31/15,16,35
7003,5/31/15,17,1
7004,5/31/15,18,1
7005,5/31/15,17,36
7006,5/31/15,18,35
7007,5/31/15,19,32
7008,5/31/15,1,17
7009,5/31/15,20,27
7010,5/31/15,21,28
7011,5/31/15,22,34
7012,5/30/15,14,1
7013,5/31/15,23,18
7014,5/31/15,2,14
7015,5/31/15,3,13
7016,5/31/15,4,9
7017,5/31/15,5,11
7018,5/31/15,6,9
7019,5/31/15,7,10
7020,5/31/15,8,5
7021,5/31/15,9,5
7022,5/30/15,15,1
7023,5/31/15,9,11
7024,5/30/15,0,16
7025,5/30/15,10,20
7026,5/30/15,16,1
7027,5/30/15,10,1
7028,5/30/15,11,26
7029,5/30/15,12,31
7030,5/30/15,13,33
7031,5/30/15,14,39
7032,5/30/15,15,43
7033,5/30/15,16,54
7034,5/30/15,17,57
7035,5/30/15,18,36
7036,5/30/15,19,30
7037,5/30/15,21,1
7038,5/30/15,19,1
7039,5/30/15,1,12
7040,5/30/15,20,27
7041,5/30/15,21,30
7042,5/30/15,3,1
7043,5/30/15,22,23
7044,5/29/15,10,1
7045,5/30/15,23,26
7046,5/30/15,2,7
7047,5/30/15,3,17
7048,5/30/15,4,8
7049,5/30/15,5,14
7050,5/30/15,6,10
7051,5/30/15,7,9
7052,5/30/15,8,19
7053,5/30/15,9,28
7054,5/29/15,0,11
7055,5/29/15,10,37
7056,5/29/15,11,41
7057,5/29/15,12,42
7058,5/29/15,13,39
7059,5/29/15,14,55
7060,5/29/15,15,7
7061,5/29/15,21,1
7062,5/29/15,15,41
7063,5/29/15,16,66
7064,5/29/15,17,65
7065,5/29/15,18,60
7066,5/28/15,22,1
7067,5/29/15,19,47
7068,5/29/15,1,9
7069,5/29/15,20,39
7070,5/29/15,21,34
7071,5/29/15,22,35
7072,5/29/15,23,28
7073,5/29/15,2,3
7074,5/29/15,3,4
7075,5/29/15,4,4
7076,5/29/15,5,4
7077,5/29/15,6,18
7078,5/29/15,7,21
7079,5/29/15,8,57
7080,5/29/15,9,43
7081,5/28/15,0,11
7082,5/28/15,10,29
7083,5/28/15,11,32
7084,5/28/15,12,49
7085,5/28/15,13,31
7086,5/28/15,14,62
7087,5/28/15,15,40
7088,5/28/15,16,51
7089,5/28/15,17,53
7090,5/28/15,18,53
7091,5/28/15,19,35
7092,5/28/15,1,9
7093,5/28/15,20,33
7094,5/28/15,21,22
7095,5/28/15,22,17
7096,5/28/15,23,18
7097,5/28/15,2,3
7098,5/27/15,10,1
7099,5/28/15,2,5
7100,5/28/15,3,4
7101,5/28/15,4,2
7102,5/28/15,5,8
7103,5/28/15,6,9
7104,5/28/15,7,18
7105,5/27/15,17,1
7106,5/28/15,7,2
7107,5/28/15,8,21
7108,5/27/15,20,1
7109,5/28/15,8,13
7110,5/28/15,9,10
7111,5/27/15,10,1
7112,5/28/15,9,41
7113,5/27/15,0,8
7114,5/27/15,10,24
7115,5/27/15,11,39
7116,5/27/15,12,26
7117,5/27/15,13,1
7118,5/27/15,12,15
7119,5/27/15,13,31
7120,5/27/15,15,1
7121,5/27/15,13,13
7122,5/27/15,14,51
7123,5/27/15,15,54
7124,5/27/15,16,61
7125,5/27/15,17,55
7126,5/27/15,18,43
7127,5/27/15,19,39
7128,5/27/15,1,4
7129,5/27/15,20,31
7130,5/27/15,21,27
7131,5/27/15,22,18
7132,5/27/15,8,1
7133,5/27/15,22,6
7134,5/27/15,23,17
7135,5/27/15,2,4
7136,5/27/15,3,1
7137,5/27/15,4,2
7138,5/27/15,5,5
7139,5/27/15,6,10
7140,5/27/15,7,1
7141,5/27/15,8,1
7142,5/27/15,7,27
7143,5/27/15,8,37
7144,5/27/15,9,5
7145,5/26/15,13,1
7146,5/27/15,9,35
7147,5/26/15,0,12
7148,5/26/15,10,26
7149,5/26/15,11,42
7150,5/26/15,12,40
7151,5/26/15,13,43
7152,5/26/15,14,35
7153,5/26/15,18,1
7154,5/26/15,14,23
7155,5/26/15,15,44
7156,5/26/15,16,55
7157,5/26/15,17,48
7158,5/26/15,18,51
7159,5/26/15,19,35
7160,5/26/15,1,6
7161,5/26/15,20,19
7162,5/26/15,21,11
7163,5/26/15,22,23
7164,5/26/15,23,14
7165,5/26/15,2,5
7166,5/26/15,3,4
7167,5/26/15,4,4
7168,5/26/15,5,8
7169,5/26/15,6,11
7170,5/26/15,7,10
7171,5/23/15,13,1
7172,5/26/15,7,14
7173,5/26/15,8,52
7174,5/26/15,9,28
7175,5/23/15,14,1
7176,5/26/15,9,21
7177,5/25/15,0,11
7178,5/25/15,10,14
7179,5/25/15,12,1
7180,5/25/15,10,3
7181,5/25/15,11,16
7182,5/25/15,12,4
7183,5/25/15,18,1
7184,5/25/15,12,23
7185,5/25/15,13,27
7186,5/25/15,14,32
7187,5/25/15,15,23
7188,5/25/15,16,33
7189,5/25/15,17,32
7190,5/25/15,18,26
7191,5/25/15,19,23
7192,5/25/15,1,13
7193,5/25/15,20,19
7194,5/25/15,21,19
7195,5/25/15,22,17
7196,5/25/15,23,16
7197,5/25/15,2,9
7198,5/25/15,3,6
7199,5/25/15,4,7
7200,5/25/15,5,9
7201,5/25/15,6,15
7202,5/25/15,7,6
7203,5/25/15,8,6
7204,5/25/15,9,9
7205,5/24/15,0,14
7206,5/24/15,10,21
7207,5/24/15,11,8
7208,5/24/15,12,1
7209,5/24/15,11,17
7210,5/24/15,12,23
7211,5/24/15,13,6
7212,5/24/15,17,1
7213,5/24/15,13,20
7214,5/24/15,14,23
7215,5/24/15,15,21
7216,5/24/15,16,40
7217,5/24/15,17,25
7218,5/24/15,18,26
7219,5/24/15,19,4
7220,5/24/15,23,1
7221,5/24/15,19,23
7222,5/24/15,1,15
7223,5/24/15,20,9
7224,5/24/15,21,20
7225,5/24/15,22,21
7226,5/24/15,23,15
7227,5/24/15,2,4
7228,5/24/15,3,12
7229,5/24/15,4,10
7230,5/24/15,5,9
7231,5/24/15,8,1
7232,5/24/15,5,6
7233,5/24/15,6,10
7234,5/24/15,7,4
7235,5/24/15,8,10
7236,5/24/15,9,12
7237,5/23/15,0,18
7238,5/23/15,10,23
7239,5/23/15,11,33
7240,5/23/15,12,35
7241,5/23/15,13,38
7242,5/23/15,14,28
7243,5/23/15,15,34
7244,5/23/15,16,4
7245,5/23/15,17,1
7246,5/23/15,16,39
7247,5/23/15,17,32
7248,5/23/15,18,45
7249,5/23/15,19,28
7250,5/23/15,1,11
7251,5/23/15,20,9
7252,5/23/15,8,1
7253,5/23/15,20,8
7254,5/23/15,21,14
7255,5/23/15,8,1
7256,5/23/15,21,3
7257,5/23/15,22,17
7258,5/23/15,23,18
7259,5/23/15,2,16
7260,5/23/15,3,8
7261,5/23/15,4,6
7262,5/23/15,7,1
7263,5/23/15,4,6
7264,5/23/15,5,7
7265,5/23/15,6,8
7266,5/23/15,7,8
7267,5/23/15,8,21
7268,5/23/15,9,23
7269,5/22/15,0,12
7270,5/22/15,10,35
7271,5/22/15,11,17
7272,5/22/15,17,1
7273,5/22/15,11,29
7274,5/22/15,12,19
7275,5/22/15,13,42
7276,5/22/15,14,49
7277,5/22/15,15,41
7278,5/22/15,16,72
7279,5/22/15,17,58
7280,5/22/15,18,57
7281,5/22/15,19,44
7282,5/22/15,1,10
7283,5/22/15,20,18
7284,5/22/15,21,20
7285,5/22/15,22,6
7286,5/22/15,23,1
7287,5/22/15,22,17
7288,5/22/15,23,19
7289,5/22/15,2,7
7290,5/22/15,3,6
7291,5/22/15,4,8
7292,5/22/15,5,6
7293,5/22/15,6,21
7294,5/22/15,7,28
7295,5/22/15,8,42
7296,5/22/15,9,42
7297,5/21/15,0,8
7298,5/21/15,10,25
7299,5/21/15,11,29
7300,5/21/15,12,28
7301,5/21/15,13,1
7302,5/21/15,12,11
7303,5/21/15,13,40
7304,5/21/15,14,40
7305,5/21/15,15,43
7306,5/21/15,16,30
7307,5/21/15,17,1
7308,5/21/15,16,23
7309,5/21/15,17,37
7310,5/21/15,18,34
7311,5/21/15,19,1
7312,5/21/15,18,13
7313,5/21/15,19,40
7314,5/21/15,1,4
7315,5/21/15,20,21
7316,5/21/15,21,18
7317,5/21/15,22,19
7318,5/21/15,23,16
7319,5/21/15,2,5
7320,5/21/15,3,3
7321,5/21/15,4,6
7322,5/21/15,5,9
7323,5/21/15,6,6
7324,5/21/15,7,17
7325,5/21/15,8,44
7326,5/21/15,9,43
7327,5/20/15,0,7
7328,5/20/15,10,32
7329,5/20/15,11,42
7330,5/20/15,12,29
7331,5/20/15,13,2
7332,5/15/15,14,1
7333,5/20/15,13,35
7334,5/20/15,14,35
7335,5/20/15,17,1
7336,5/20/15,14,2
7337,5/20/15,15,52
7338,5/20/15,16,17
7339,5/20/15,20,1
7340,5/20/15,16,23
7341,5/20/15,17,1
7342,5/20/15,16,14
7343,5/20/15,17,49
7344,5/20/15,18,44
7345,5/20/15,19,45
7346,5/20/15,1,6
7347,5/20/15,20,22
7348,5/20/15,21,6
7349,5/14/15,8,1
7350,5/20/15,21,22
7351,5/20/15,22,20
7352,5/20/15,23,4
7353,5/13/15,10,1
7354,5/20/15,23,13
7355,5/20/15,2,1
7356,5/20/15,3,5
7357,5/20/15,4,3
7358,5/20/15,5,8
7359,5/20/15,6,17
7360,5/20/15,8,1
7361,5/20/15,6,3
7362,5/20/15,7,24
7363,5/20/15,8,19
7364,5/19/15,10,1
7365,5/20/15,8,23
7366,5/19/15,10,1
7367,5/20/15,8,6
7368,5/20/15,9,32
7369,5/19/15,0,10
7370,5/19/15,10,35
7371,5/19/15,11,32
7372,5/19/15,12,26
7373,5/13/15,10,1
7374,5/19/15,12,3
7375,5/19/15,13,47
7376,5/19/15,14,36
7377,5/19/15,15,8
7378,5/10/15,17,1
7379,5/19/15,15,22
7380,5/19/15,16,24
7381,5/3/15,22,1
7382,5/19/15,16,23
7383,3/24/15,11,1
7384,5/19/15,16,2
7385,5/19/15,17,46
7386,1/9/15,14,1
7387,5/19/15,17,3
7388,5/19/15,18,53
7389,5/19/15,19,14
7390,5/9/15,7,1
7391,5/19/15,19,22
7392,5/19/15,20,1
7393,5/19/15,19,2
7394,5/19/15,1,6
7395,5/19/15,20,24
7396,5/19/15,21,14
7397,5/9/15,7,1
7398,5/19/15,21,2
7399,5/19/15,22,13
7400,5/19/15,23,18
7401,5/19/15,2,7
7402,5/19/15,3,1
7403,5/19/15,4,1
7404,5/19/15,5,3
7405,5/18/15,11,1
7406,5/19/15,5,2
7407,5/19/15,6,10
7408,5/19/15,7,11
7409,5/18/15,11,1
7410,5/19/15,7,15
7411,5/19/15,8,38
7412,5/19/15,9,31
7413,5/18/15,0,10
7414,5/18/15,10,20
7415,5/18/15,11,1
7416,5/17/15,3,1
7417,5/18/15,11,26
7418,5/18/15,12,20
7419,5/8/15,16,1
7420,5/18/15,12,8
7421,5/18/15,13,15
7422,12/14/14,18,1
7423,5/18/15,13,19
7424,5/18/15,14,26
7425,5/8/15,17,1
7426,5/18/15,14,23
7427,5/18/15,19,1
7428,5/18/15,15,43
7429,5/18/15,16,26
7430,5/18/15,21,1
7431,5/18/15,16,30
7432,5/18/15,17,16
7433,5/17/15,13,1
7434,5/18/15,17,22
7435,5/18/15,18,32
7436,5/18/15,19,34
7437,5/18/15,1,3
7438,5/18/15,20,20
7439,5/18/15,21,15
7440,5/18/15,22,14
7441,5/18/15,23,11
7442,5/18/15,2,4
7443,5/18/15,3,4
7444,5/18/15,4,1
7445,5/18/15,5,7
7446,5/18/15,6,13
7447,5/18/15,7,17
7448,5/18/15,8,34
7449,5/17/15,13,1
7450,5/18/15,8,6
7451,5/18/15,9,42
7452,5/17/15,0,26
7453,5/17/15,10,17
7454,5/17/15,11,3
7455,5/17/15,9,1
7456,5/17/15,11,21
7457,5/17/15,12,25
7458,5/17/15,14,1
7459,5/17/15,12,1
7460,5/17/15,13,41
7461,5/17/15,14,5
7462,5/16/15,16,1
7463,5/17/15,14,32
7464,5/17/15,15,28
7465,5/17/15,16,43
7466,5/17/15,17,13
7467,5/16/15,16,1
7468,5/17/15,17,25
7469,5/17/15,18,32
7470,5/17/15,19,36
7471,5/17/15,20,1
7472,5/17/15,19,1
7473,5/17/15,1,13
