,date,hour,accidents
9854,3/6/15,23,20
9855,3/6/15,2,6
9856,3/6/15,3,6
9857,3/6/15,4,7
9858,3/6/15,5,8
9859,3/6/15,6,28
9860,3/6/15,7,19
9861,3/6/15,8,1
9862,3/6/15,7,19
9863,3/6/15,8,96
9864,3/1/15,23,1
9865,3/6/15,9,80
9866,3/5/15,0,8
9867,3/5/15,10,71
9868,3/5/15,11,24
9869,3/5/15,12,1
9870,3/5/15,11,45
9871,3/5/15,12,1
9872,3/5/15,11,2
9873,3/5/15,12,20
9874,2/28/15,0,1
9875,3/5/15,12,49
9876,3/5/15,13,44
9877,2/27/15,10,1
9878,3/5/15,13,39
9879,3/5/15,14,30
9880,3/5/15,16,1
9881,3/5/15,14,44
9882,3/5/15,16,1
9883,3/5/15,15,42
9884,3/5/15,16,27
9885,3/5/15,18,1
9886,3/5/15,16,26
9887,3/5/15,17,44
9888,3/5/15,18,36
9889,3/5/15,19,8
9890,3/5/15,8,1
9891,3/5/15,19,11
9892,3/5/15,1,5
9893,3/5/15,20,22
9894,3/5/15,21,10
9895,3/3/15,17,1
9896,3/5/15,21,6
9897,3/5/15,22,15
9898,3/5/15,23,14
9899,3/5/15,2,4
9900,3/5/15,3,2
9901,3/5/15,4,1
9902,3/5/15,5,4
9903,3/5/15,6,11
9904,3/5/15,7,19
9905,3/5/15,8,63
9906,3/3/15,17,1
9907,3/5/15,8,2
9908,3/5/15,9,76
9909,3/4/15,0,7
9910,3/4/15,10,30
9911,3/4/15,11,1
9912,3/4/15,10,7
9913,3/4/15,11,24
9914,3/4/15,12,30
9915,3/4/15,13,8
9916,3/4/15,14,1
9917,3/4/15,13,22
9918,3/4/15,16,1
9919,3/4/15,13,8
9920,3/4/15,14,42
9921,3/4/15,15,36
9922,3/4/15,16,42
9923,3/4/15,17,34
9924,3/4/15,18,1
9925,3/4/15,17,8
9926,3/4/15,18,30
9927,3/4/15,19,27
9928,3/4/15,1,4
9929,3/4/15,20,21
9930,3/4/15,21,24
9931,3/4/15,22,1
9932,3/4/15,6,1
9933,3/4/15,22,18
9934,3/4/15,23,5
9935,3/4/15,7,1
9936,3/4/15,23,9
9937,3/4/15,2,3
9938,3/4/15,3,2
9939,3/4/15,4,2
9940,3/4/15,5,4
9941,3/4/15,6,18
9942,3/4/15,7,16
9943,3/4/15,8,38
9944,3/4/15,9,48
9945,3/3/15,0,18
9946,3/3/15,10,3
9947,3/3/15,14,1
9948,3/3/15,10,34
9949,3/3/15,11,13
9950,3/3/15,19,1
9951,3/3/15,11,18
9952,3/3/15,12,42
9953,3/3/15,13,36
9954,3/3/15,14,33
9955,3/3/15,15,31
9956,3/3/15,16,41
9957,3/3/15,17,43
9958,3/3/15,18,48
9959,3/3/15,19,40
9960,3/3/15,1,8
9961,3/3/15,20,26
9962,3/3/15,21,19
9963,3/3/15,22,3
9964,3/3/15,23,1
9965,3/3/15,22,16
9966,3/3/15,23,9
9967,3/3/15,2,7
9968,3/3/15,3,2
9969,3/3/15,4,4
9970,3/3/15,5,2
9971,3/3/15,6,11
9972,3/3/15,7,20
9973,3/3/15,8,51
9974,3/3/15,9,47
9975,3/2/15,0,15
9976,3/2/15,10,35
9977,3/2/15,11,43
9978,3/2/15,12,19
9979,3/2/15,20,1
9980,3/2/15,12,19
9981,3/2/15,13,39
9982,3/2/15,14,44
9983,3/2/15,15,54
9984,3/2/15,16,63
9985,3/2/15,17,50
9986,3/2/15,18,35
9987,3/2/15,19,22
9988,3/2/15,20,1
9989,3/2/15,19,8
9990,3/2/15,1,8
9991,3/2/15,20,17
9992,3/2/15,21,10
9993,3/2/15,22,3
9994,3/2/15,7,1
9995,3/2/15,22,9
9996,3/2/15,23,12
9997,3/2/15,2,2
9998,3/2/15,3,7
9999,3/2/15,4,6
10000,3/2/15,5,7
10001,3/2/15,6,12
10002,3/2/15,7,22
10003,3/2/15,8,46
10004,3/2/15,9,19
10005,3/1/15,14,1
10006,3/2/15,9,21
10007,3/1/15,0,2
10008,3/1/15,14,1
10009,3/1/15,0,13
10010,3/1/15,10,13
10011,3/1/15,11,19
10012,3/1/15,15,1
10013,3/1/15,12,26
10014,3/1/15,13,49
10015,3/1/15,14,94
10016,3/1/15,15,93
10017,3/1/15,16,87
10018,3/1/15,17,50
10019,3/1/15,18,36
10020,3/1/15,19,25
10021,3/1/15,1,10
10022,3/1/15,20,21
10023,3/1/15,21,20
10024,3/1/15,22,16
10025,3/1/15,23,11
10026,3/1/15,2,9
10027,3/1/15,3,14
10028,3/1/15,4,17
10029,3/1/15,5,22
10030,3/1/15,6,8
10031,3/1/15,7,4
10032,3/1/15,8,12
10033,3/1/15,9,17
10034,2/28/15,0,13
10035,2/28/15,10,28
10036,2/28/15,11,30
10037,2/28/15,12,27
10038,2/28/15,13,1
10039,2/28/15,12,2
10040,2/28/15,13,31
10041,2/28/15,14,35
10042,2/28/15,15,1
10043,2/28/15,14,6
10044,2/28/15,15,30
10045,2/28/15,16,33
10046,2/28/15,23,1
10047,2/28/15,16,13
10048,2/28/15,17,25
10049,2/28/15,18,27
10050,2/28/15,19,27
10051,2/28/15,1,13
10052,2/28/15,20,31
10053,2/28/15,21,21
10054,2/28/15,22,24
10055,2/28/15,23,17
10056,2/28/15,2,19
10057,2/28/15,3,9
10058,2/28/15,4,10
10059,2/28/15,5,5
10060,2/28/15,6,7
10061,2/28/15,7,12
10062,2/28/15,8,15
10063,2/28/15,9,2
10064,2/27/15,10,1
10065,2/28/15,9,22
10066,2/27/15,0,16
10067,2/27/15,10,28
10068,2/27/15,11,38
10069,2/27/15,12,40
10070,2/27/15,13,38
10071,2/27/15,14,36
10072,2/27/15,15,1
10073,2/27/15,14,19
10074,2/27/15,15,46
10075,2/27/15,16,33
10076,2/27/15,18,1
10077,2/27/15,16,22
10078,2/27/15,17,50
10079,2/27/15,18,25
10080,2/27/15,20,1
10081,2/27/15,18,11
10082,2/27/15,19,49
10083,2/27/15,1,8
10084,2/27/15,20,22
10085,2/27/15,21,6
10086,2/27/15,4,1
10087,2/27/15,21,20
10088,2/27/15,22,27
10089,2/27/15,23,11
10090,2/27/15,2,4
10091,2/27/15,3,9
10092,2/27/15,4,3
10093,2/27/15,5,8
10094,2/27/15,6,8
10095,2/27/15,7,23
10096,2/27/15,8,8
10097,2/26/15,17,1
10098,2/27/15,8,43
10099,2/27/15,9,46
10100,2/26/15,0,8
10101,2/26/15,10,28
10102,2/26/15,11,20
10103,2/26/15,12,36
10104,2/26/15,13,35
10105,2/26/15,14,33
10106,2/26/15,15,32
10107,2/26/15,16,46
10108,2/26/15,17,40
10109,2/26/15,18,36
10110,2/26/15,19,32
10111,2/26/15,1,3
10112,2/26/15,20,20
10113,2/26/15,21,16
10114,2/26/15,22,25
10115,2/26/15,23,18
10116,2/26/15,2,3
10117,2/26/15,3,2
10118,2/26/15,4,5
10119,2/26/15,5,8
10120,2/26/15,6,10
10121,2/26/15,7,16
10122,2/26/15,8,29
10123,2/26/15,9,37
10124,2/25/15,0,8
10125,2/25/15,10,29
10126,2/25/15,11,47
10127,2/25/15,12,31
10128,2/25/15,13,31
10129,2/25/15,14,51
10130,2/25/15,15,47
10131,2/25/15,16,37
10132,2/25/15,17,38
10133,2/25/15,18,42
10134,2/25/15,19,39
10135,2/25/15,1,4
10136,2/25/15,20,27
10137,2/25/15,21,4
10138,2/25/15,4,1
10139,2/25/15,21,10
10140,2/25/15,22,15
10141,2/25/15,23,17
10142,2/25/15,2,3
10143,2/25/15,3,3
10144,2/25/15,4,4
10145,2/25/15,5,5
10146,2/25/15,6,13
10147,2/25/15,7,23
10148,2/25/15,8,56
10149,2/25/15,9,42
10150,2/24/15,0,6
10151,2/24/15,10,33
10152,2/24/15,11,26
10153,2/24/15,12,20
10154,2/24/15,17,1
10155,2/24/15,13,23
10156,2/24/15,19,1
10157,2/24/15,13,11
10158,2/24/15,14,36
10159,2/24/15,16,1
10160,2/24/15,14,3
10161,2/24/15,15,33
10162,2/24/15,16,47
10163,2/24/15,17,45
10164,2/24/15,18,40
10165,2/24/15,19,23
10166,2/24/15,1,4
10167,2/24/15,20,27
10168,2/24/15,21,20
10169,2/24/15,22,11
10170,2/24/15,23,11
10171,2/24/15,2,4
10172,2/24/15,3,3
10173,2/24/15,4,2
10174,2/24/15,5,1
10175,2/24/15,9,1
10176,2/24/15,5,3
10177,2/24/15,6,13
10178,2/24/15,7,22
10179,2/24/15,8,54
10180,2/24/15,9,54
10181,2/23/15,0,6
10182,2/23/15,10,30
10183,2/23/15,11,6
10184,2/23/15,16,1
10185,2/23/15,11,38
10186,2/23/15,12,33
10187,2/23/15,13,40
10188,2/23/15,14,29
10189,2/23/15,15,37
10190,2/23/15,16,53
10191,2/23/15,17,39
10192,2/23/15,18,33
10193,2/23/15,19,21
10194,2/23/15,1,6
10195,2/23/15,20,2
10196,2/22/15,14,1
10197,2/23/15,20,20
10198,2/23/15,21,19
10199,2/23/15,22,12
10200,2/23/15,23,13
10201,2/23/15,2,4
10202,2/23/15,3,2
10203,2/23/15,4,3
10204,2/23/15,5,4
10205,2/23/15,6,11
10206,2/23/15,7,13
10207,2/23/15,8,42
10208,2/22/15,4,1
10209,2/23/15,8,13
10210,2/23/15,9,44
10211,2/22/15,0,20
10212,2/22/15,10,14
10213,2/22/15,11,26
10214,2/22/15,12,26
10215,2/22/15,13,31
10216,2/22/15,14,32
10217,2/22/15,15,46
10218,2/22/15,16,26
10219,2/21/15,14,1
10220,2/22/15,16,17
10221,2/22/15,17,29
10222,2/22/15,18,35
10223,2/22/15,19,16
10224,2/22/15,1,7
10225,2/22/15,20,19
10226,2/22/15,21,10
10227,2/22/15,22,21
10228,2/22/15,23,19
10229,2/22/15,2,17
10230,2/22/15,3,13
10231,2/22/15,4,19
10232,2/22/15,5,13
10233,2/22/15,6,12
10234,2/22/15,7,11
10235,2/22/15,8,24
10236,2/22/15,9,14
10237,2/21/15,0,7
10238,2/21/15,14,1
10239,2/21/15,0,3
10240,2/21/15,10,17
10241,2/21/15,11,16
10242,2/21/15,12,21
10243,2/21/15,13,26
10244,2/21/15,14,37
10245,2/21/15,15,46
10246,2/21/15,16,16
10247,2/21/15,17,1
10248,2/21/15,16,38
10249,2/21/15,17,30
10250,2/20/15,10,1
10251,2/21/15,17,1
10252,2/21/15,18,21
10253,2/20/15,12,1
10254,2/21/15,18,13
10255,2/21/15,19,27
10256,2/21/15,1,13
10257,2/21/15,20,32
10258,2/21/15,21,27
10259,2/21/15,22,29
10260,2/21/15,23,22
10261,2/21/15,2,2
10262,2/21/15,3,7
10263,2/21/15,4,14
10264,2/21/15,5,9
10265,2/21/15,6,8
10266,2/21/15,7,5
10267,2/21/15,8,13
10268,2/21/15,9,14
10269,2/20/15,0,12
10270,2/20/15,10,18
10271,2/20/15,11,45
10272,2/20/15,12,35
10273,2/20/15,13,1
10274,2/20/15,14,1
10275,2/20/15,13,34
10276,2/20/15,14,58
10277,2/20/15,15,24
10278,2/20/15,9,1
10279,2/20/15,15,15
10280,2/20/15,16,50
10281,2/20/15,17,27
10282,2/18/15,13,1
10283,2/20/15,17,10
10284,2/20/15,18,28
10285,2/20/15,19,31
10286,2/20/15,1,6
10287,2/20/15,20,27
10288,2/20/15,21,15
10289,2/20/15,9,1
10290,2/20/15,21,9
10291,2/20/15,22,23
10292,2/20/15,23,14
10293,2/19/15,13,1
10294,2/20/15,23,12
10295,2/20/15,2,7
10296,2/20/15,3,4
10297,2/20/15,4,8
10298,2/20/15,5,5
10299,2/20/15,6,6
10300,2/20/15,7,11
10301,2/20/15,8,35
10302,2/20/15,9,46
10303,2/19/15,0,5
10304,2/19/15,18,1
10305,2/19/15,0,4
10306,2/19/15,10,34
10307,2/19/15,11,35
10308,2/19/15,12,22
10309,2/19/15,13,31
10310,2/19/15,14,14
10311,2/19/15,19,1
10312,2/19/15,14,23
10313,2/19/15,15,40
10314,2/19/15,16,33
10315,2/19/15,17,38
10316,2/19/15,18,36
10317,2/19/15,19,23
10318,2/19/15,1,3
10319,2/19/15,20,22
10320,2/19/15,21,19
10321,2/19/15,22,19
10322,2/19/15,23,8
10323,2/19/15,2,6
10324,2/19/15,3,4
10325,2/19/15,4,3
10326,2/19/15,5,4
10327,2/19/15,6,11
10328,2/19/15,7,12
10329,2/19/15,8,40
10330,2/19/15,9,23
10331,2/18/15,0,5
10332,2/18/15,18,1
10333,2/18/15,0,5
10334,2/18/15,10,41
10335,2/18/15,12,1
10336,2/18/15,10,4
10337,2/18/15,11,18
10338,2/18/15,13,1
10339,2/18/15,11,23
10340,2/18/15,12,32
10341,2/18/15,13,45
10342,2/18/15,14,46
10343,2/18/15,15,17
10344,2/17/15,12,1
10345,2/18/15,15,30
10346,2/18/15,16,37
10347,2/18/15,17,40
10348,2/18/15,18,32
10349,2/18/15,19,37
10350,2/18/15,1,6
10351,2/18/15,20,5
10352,2/17/15,15,1
10353,2/18/15,20,17
10354,2/18/15,21,6
10355,2/18/15,4,1
10356,2/18/15,21,6
10357,2/18/15,22,12
10358,2/18/15,23,13
10359,2/18/15,2,3
10360,2/18/15,3,8
10361,2/18/15,4,5
10362,2/18/15,5,8
10363,2/18/15,6,15
10364,2/18/15,7,33
10365,2/18/15,8,18
10366,2/18/15,9,1
10367,2/18/15,8,19
10368,2/18/15,9,34
10369,2/17/15,0,12
10370,2/17/15,10,5
10371,2/17/15,12,1
10372,2/17/15,10,31
10373,2/17/15,11,36
10374,2/17/15,12,29
10375,2/17/15,13,37
10376,2/17/15,14,33
10377,2/17/15,15,31
10378,2/17/15,16,39
10379,2/17/15,17,30
10380,2/17/15,18,28
10381,2/17/15,19,22
10382,2/17/15,1,3
10383,2/17/15,20,20
10384,2/17/15,21,22
10385,2/17/15,22,17
10386,2/17/15,23,11
10387,2/17/15,2,2
10388,2/17/15,3,6
10389,2/17/15,4,10
10390,2/17/15,5,20
10391,2/17/15,6,31
10392,2/17/15,7,8
10393,2/16/15,0,1
10394,2/17/15,7,22
10395,2/17/15,8,45
10396,2/16/15,0,1
10397,2/17/15,8,16
10398,2/17/15,9,6
10399,2/16/15,0,1
10400,2/17/15,9,43
10401,2/16/15,0,9
10402,2/16/15,10,20
10403,2/16/15,11,15
10404,2/16/15,12,27
10405,2/16/15,13,36
10406,2/16/15,14,33
10407,2/16/15,15,29
10408,2/16/15,16,35
10409,2/16/15,17,20
10410,2/16/15,18,20
10411,2/16/15,19,11
10412,2/16/15,21,1
10413,2/16/15,19,6
10414,2/16/15,1,9
10415,2/16/15,20,15
10416,2/16/15,21,17
10417,2/16/15,22,9
10418,2/16/15,23,9
10419,2/16/15,2,4
10420,2/16/15,3,4
10421,2/16/15,4,4
10422,2/16/15,5,4
10423,2/16/15,6,10
10424,2/16/15,7,14
10425,2/16/15,8,22
10426,2/16/15,9,16
10427,2/15/15,0,18
10428,2/15/15,10,16
10429,2/15/15,11,6
10430,2/15/15,16,1
10431,2/15/15,11,10
10432,2/15/15,12,18
10433,2/15/15,13,31
10434,2/15/15,14,27
10435,2/15/15,15,7
10436,2/15/15,17,1
10437,2/15/15,15,18
10438,2/15/15,16,28
10439,2/15/15,17,1
10440,2/15/15,16,8
10441,2/15/15,17,20
10442,2/15/15,18,26
10443,2/15/15,19,19
10444,2/15/15,1,15
10445,2/15/15,20,20
10446,2/15/15,21,16
10447,2/15/15,22,15
10448,2/15/15,2,1
10449,2/15/15,22,4
10450,2/15/15,23,11
10451,2/15/15,2,16
10452,2/15/15,3,8
10453,2/15/15,4,18
10454,2/15/15,5,19
10455,2/15/15,6,10
10456,2/15/15,7,11
10457,2/15/15,8,19
10458,2/15/15,9,16
10459,2/14/15,0,11
10460,2/14/15,10,29
10461,2/14/15,11,17
10462,2/14/15,12,19
10463,2/14/15,13,29
10464,2/14/15,14,26
10465,2/14/15,15,24
10466,2/14/15,16,32
10467,2/14/15,17,32
10468,2/14/15,18,27
10469,2/14/15,19,17
10470,2/14/15,1,12
10471,2/14/15,20,13
10472,2/14/15,21,17
10473,2/14/15,22,25
10474,2/14/15,23,19
10475,2/14/15,2,13
10476,2/14/15,3,8
10477,2/14/15,4,10
10478,2/14/15,5,11
10479,2/14/15,6,6
10480,2/14/15,7,3
10481,2/14/15,8,16
10482,2/14/15,9,20
10483,2/13/15,0,9
10484,2/13/15,10,42
10485,2/13/15,11,31
10486,2/13/15,12,39
10487,2/13/15,13,45
10488,2/13/15,14,59
10489,2/13/15,15,58
10490,2/13/15,16,58
10491,2/13/15,17,2
10492,2/13/15,19,1
10493,2/13/15,17,50
10494,2/13/15,18,43
10495,2/13/15,19,41
10496,2/13/15,1,7
10497,2/13/15,20,47
10498,2/13/15,21,21
10499,2/12/15,11,1
10500,2/13/15,21,8
10501,2/13/15,22,30
10502,2/13/15,23,9
10503,2/12/15,18,1
10504,2/13/15,23,13
10505,2/13/15,2,4
10506,2/13/15,3,1
10507,2/13/15,4,2
10508,2/13/15,5,4
10509,2/13/15,6,15
10510,2/13/15,7,23
10511,2/13/15,8,49
10512,2/13/15,9,45
10513,2/12/15,0,7
10514,2/12/15,10,3
10515,2/12/15,15,1
10516,2/12/15,10,22
10517,2/12/15,11,37
10518,2/12/15,12,31
10519,2/12/15,13,31
10520,2/12/15,14,39
10521,2/12/15,15,30
10522,2/12/15,16,43
10523,2/12/15,17,41
10524,2/12/15,18,36
10525,2/12/15,19,25
10526,2/12/15,1,2
10527,2/12/15,20,24
10528,2/12/15,21,9
10529,2/11/15,13,1
10530,2/12/15,21,5
10531,2/12/15,22,12
10532,2/12/15,23,6
10533,2/12/15,2,3
10534,2/12/15,4,2
10535,2/12/15,5,9
10536,2/12/15,6,10
10537,2/11/15,13,1
10538,2/12/15,6,1
10539,2/12/15,7,27
10540,2/12/15,8,34
10541,2/12/15,9,34
10542,2/11/15,0,8
10543,2/11/15,10,42
10544,2/11/15,11,27
10545,2/11/15,12,12
10546,2/11/15,13,1
10547,2/11/15,12,39
10548,2/11/15,13,45
10549,2/11/15,14,32
10550,2/11/15,15,1
10551,2/11/15,14,4
10552,2/11/15,15,25
10553,2/11/15,16,35
10554,2/11/15,17,41
10555,2/11/15,18,36
10556,2/11/15,19,1
10557,2/11/15,18,2
10558,2/11/15,19,27
10559,2/11/15,1,8
10560,2/11/15,20,18
10561,2/11/15,21,16
10562,2/11/15,22,15
10563,2/11/15,23,10
10564,2/11/15,2,3
10565,2/11/15,3,3
10566,2/11/15,4,5
10567,2/11/15,5,3
10568,2/11/15,6,14
10569,2/11/15,7,31
10570,2/11/15,8,61
10571,2/11/15,9,43
10572,2/10/15,0,2
10573,2/10/15,10,38
10574,2/10/15,11,30
10575,2/10/15,7,1
10576,2/10/15,11,10
10577,2/10/15,12,13
10578,2/9/15,11,1
10579,2/10/15,12,32
10580,2/10/15,13,40
10581,2/10/15,14,19
10582,2/9/15,11,1
10583,2/10/15,14,14
10584,2/10/15,15,44
10585,2/10/15,16,40
10586,2/10/15,17,36
10587,2/10/15,18,41
10588,2/10/15,19,28
10589,2/10/15,1,6
10590,2/9/15,11,1
10591,2/10/15,1,3
10592,2/10/15,20,18
10593,2/10/15,21,2
10594,2/9/15,11,1
10595,2/10/15,21,10
10596,2/10/15,22,11
10597,2/10/15,23,2
10598,2/8/15,13,1
10599,2/10/15,23,8
10600,2/10/15,2,4
10601,2/10/15,3,1
10602,2/10/15,4,3
10603,2/10/15,5,7
10604,2/8/15,13,1
10605,2/10/15,6,12
10606,2/10/15,7,15
10607,2/10/15,8,44
10608,2/10/15,9,24
10609,2/9/15,11,1
10610,2/10/15,9,13
10611,2/9/15,0,4
10612,2/9/15,10,27
10613,2/9/15,11,38
10614,2/9/15,12,9
10615,2/9/15,17,1
10616,2/9/15,12,17
10617,2/9/15,13,25
10618,2/9/15,14,3
10619,2/8/15,16,1
10620,2/9/15,14,30
10621,2/9/15,15,28
10622,2/9/15,16,10
10623,2/9/15,18,1
10624,2/9/15,16,24
10625,2/9/15,17,37
10626,2/9/15,18,28
10627,2/9/15,19,29
10628,2/9/15,1,4
10629,2/9/15,20,16
10630,2/9/15,22,1
10631,2/9/15,20,9
10632,2/9/15,21,11
10633,2/9/15,22,3
10634,2/9/15,8,1
10635,2/9/15,22,11
10636,2/9/15,23,10
10637,2/9/15,2,3
10638,2/9/15,3,2
10639,2/9/15,4,6
10640,2/9/15,5,6
10641,2/9/15,6,22
10642,2/9/15,7,26
10643,2/9/15,8,42
10644,2/9/15,9,57
10645,2/8/15,0,18
10646,2/8/15,10,18
10647,2/8/15,11,20
10648,2/8/15,12,24
10649,2/8/15,13,23
10650,2/8/15,14,21
10651,2/8/15,15,28
10652,2/8/15,16,26
10653,2/8/15,17,17
10654,2/8/15,18,19
10655,2/8/15,19,18
10656,2/8/15,1,14
10657,2/8/15,20,18
10658,2/8/15,21,16
10659,2/7/15,13,1
10660,2/8/15,21,5
10661,2/8/15,22,13
10662,2/8/15,23,12
10663,2/8/15,2,5
10664,2/8/15,3,11
10665,2/3/15,19,1
10666,2/8/15,3,4
10667,2/8/15,4,11
10668,2/8/15,5,13
10669,2/8/15,6,11
10670,2/8/15,7,8
10671,2/8/15,8,5
10672,2/8/15,9,12
10673,2/7/15,0,15
10674,2/7/15,10,14
10675,2/7/15,16,1
10676,2/7/15,10,8
10677,2/7/15,11,28
10678,2/7/15,12,32
10679,2/7/15,23,1
10680,2/7/15,12,1
10681,2/7/15,13,28
10682,2/7/15,14,27
10683,2/7/15,15,25
10684,2/7/15,16,35
10685,2/7/15,17,25
10686,2/7/15,18,29
10687,2/7/15,19,23
10688,2/7/15,1,16
10689,2/7/15,20,24
10690,2/7/15,21,15
10691,2/7/15,22,6
10692,2/6/15,10,1
10693,2/7/15,22,14
10694,2/7/15,23,11
10695,2/7/15,2,5
10696,2/7/15,3,8
10697,2/7/15,4,9
10698,2/7/15,5,7
10699,2/7/15,6,4
10700,2/7/15,7,11
10701,2/7/15,8,7
10702,2/7/15,9,19
10703,2/6/15,0,16
10704,2/6/15,10,41
10705,2/6/15,11,14
10706,2/3/15,5,1
10707,2/6/15,11,15
10708,2/6/15,12,8
10709,2/3/15,5,1
10710,2/6/15,12,23
10711,2/6/15,13,42
10712,2/6/15,14,49
10713,2/6/15,17,1
10714,2/6/15,14,2
10715,2/6/15,15,21
10716,2/6/15,18,1
10717,2/6/15,15,20
10718,2/6/15,16,50
10719,2/6/15,17,32
10720,2/6/15,18,39
10721,2/6/15,19,47
10722,2/6/15,1,5
10723,2/6/15,20,24
10724,2/6/15,21,22
10725,2/6/15,22,14
10726,2/6/15,23,10
10727,2/6/15,2,5
10728,2/6/15,3,2
10729,2/6/15,4,7
10730,2/6/15,5,7
10731,2/6/15,6,9
10732,2/6/15,7,13
10733,2/5/15,16,1
10734,2/6/15,7,7
10735,2/6/15,8,53
10736,2/6/15,9,9
10737,2/2/15,13,1
10738,2/6/15,9,43
10739,2/5/15,0,3
10740,2/5/15,10,34
10741,2/5/15,11,34
10742,2/5/15,12,32
10743,2/5/15,13,27
10744,2/5/15,14,49
10745,2/5/15,15,42
10746,2/5/15,16,53
10747,2/5/15,17,34
10748,2/5/15,18,35
10749,2/5/15,19,31
10750,2/5/15,1,4
10751,2/5/15,20,23
10752,2/5/15,21,20
10753,2/5/15,22,16
10754,2/5/15,23,8
10755,2/5/15,9,1
10756,2/5/15,23,3
10757,2/5/15,2,5
10758,2/5/15,3,2
10759,2/5/15,5,3
10760,2/5/15,6,17
10761,2/5/15,7,19
10762,2/5/15,8,38
10763,2/5/15,9,7
10764,2/4/15,10,1
10765,2/5/15,9,23
10766,2/4/15,19,1
10767,2/5/15,9,5
10768,2/4/15,0,12
10769,2/4/15,10,30
10770,2/4/15,19,1
10771,2/4/15,10,3
10772,2/4/15,11,33
10773,2/4/15,12,33
10774,2/4/15,23,1
10775,2/4/15,12,3
10776,2/4/15,13,32
10777,2/4/15,14,34
10778,2/3/15,0,1
10779,2/4/15,14,2
10780,2/4/15,15,36
10781,2/4/15,16,50
10782,2/4/15,17,53
10783,2/4/15,18,38
10784,2/4/15,19,34
10785,2/4/15,1,5
10786,2/4/15,20,27
10787,2/4/15,21,17
10788,2/4/15,22,10
10789,2/4/15,23,13
10790,2/4/15,2,3
10791,2/4/15,4,5
10792,2/4/15,5,4
10793,2/4/15,6,5
10794,2/3/15,0,1
10795,2/4/15,6,2
10796,2/4/15,7,17
10797,2/4/15,8,38
10798,2/4/15,9,42
10799,2/3/15,0,19
10800,2/3/15,10,41
10801,2/3/15,11,27
10802,2/1/15,23,1
10803,2/3/15,11,22
10804,2/3/15,12,1
10805,1/31/15,0,1
10806,2/3/15,12,45
10807,2/3/15,13,34
10808,2/3/15,14,39
10809,2/3/15,15,36
10810,2/3/15,16,56
10811,2/3/15,17,1
10812,2/3/15,16,2
10813,2/3/15,17,53
10814,2/3/15,18,13
10815,2/3/15,19,1
10816,2/3/15,18,31
10817,2/3/15,19,35
10818,2/3/15,1,2
10819,2/3/15,22,1
10820,2/3/15,1,4
10821,2/3/15,20,18
10822,2/3/15,21,16
10823,2/3/15,22,18
10824,2/3/15,23,14
10825,2/3/15,2,6
10826,2/3/15,3,1
10827,2/3/15,4,5
10828,2/3/15,5,10
10829,2/3/15,6,21
10830,2/3/15,7,21
10831,2/3/15,8,27
10832,1/31/15,0,1
10833,2/3/15,8,22
10834,1/31/15,12,1
10835,2/3/15,8,10
10836,2/3/15,9,82
10837,2/2/15,0,19
10838,2/2/15,10,27
10839,2/2/15,11,22
10840,2/2/15,15,1
10841,2/2/15,11,14
10842,2/2/15,12,30
10843,2/2/15,13,27
10844,2/2/15,14,68
10845,2/2/15,15,2
10846,2/2/15,16,1
10847,2/2/15,15,68
10848,2/2/15,16,1
10849,2/2/15,15,6
10850,2/2/15,16,55
10851,2/2/15,17,6
10852,2/2/15,21,1
10853,2/2/15,17,23
10854,1/30/15,19,1
10855,2/2/15,17,11
10856,2/2/15,18,30
10857,2/2/15,19,4
10858,2/1/15,16,1
10859,2/2/15,19,34
10860,2/2/15,1,10
10861,2/2/15,20,23
10862,2/2/15,21,15
10863,2/2/15,22,15
10864,2/2/15,23,13
10865,2/2/15,2,15
10866,2/2/15,3,11
10867,2/2/15,4,13
10868,2/2/15,5,8
10869,2/2/15,6,17
10870,2/2/15,7,20
10871,2/2/15,8,29
10872,2/2/15,9,40
10873,2/1/15,0,17
10874,2/1/15,10,19
10875,2/1/15,11,7
10876,2/1/15,19,1
10877,2/1/15,11,9
10878,2/1/15,12,28
10879,2/1/15,13,17
10880,2/1/15,14,35
10881,2/1/15,15,10
10882,2/1/15,16,21
10883,2/1/15,17,19
10884,2/1/15,18,16
10885,2/1/15,19,16
10886,2/1/15,1,11
10887,2/1/15,20,9
10888,2/1/15,21,10
10889,2/1/15,22,15
10890,2/1/15,23,19
10891,2/1/15,2,11
10892,2/1/15,3,8
10893,2/1/15,4,4
10894,2/1/15,5,11
10895,2/1/15,6,10
10896,2/1/15,7,6
10897,2/1/15,8,18
10898,2/1/15,9,12
10899,1/31/15,0,14
10900,1/31/15,10,36
10901,1/31/15,11,27
10902,1/31/15,12,1
10903,1/29/15,3,1
10904,1/31/15,12,24
10905,1/31/15,13,33
10906,1/31/15,14,32
10907,1/31/15,15,27
10908,1/31/15,16,43
10909,1/31/15,17,36
10910,1/31/15,18,32
10911,1/31/15,19,27
10912,1/31/15,1,11
10913,1/31/15,20,27
10914,1/31/15,21,20
10915,1/31/15,22,19
10916,1/31/15,23,6
10917,1/31/15,2,15
10918,1/31/15,3,10
10919,1/31/15,4,11
10920,1/31/15,5,13
10921,1/31/15,6,6
10922,1/31/15,7,5
10923,1/31/15,8,23
10924,1/31/15,9,25
10925,1/30/15,0,18
10926,1/29/15,4,1
10927,1/30/15,10,34
10928,1/30/15,11,11
10929,1/30/15,19,1
